,Symbol,Ensembl
4485,Hyal5,ENSMUSG00000029678
4486,Gm14715,ENSMUSG00000085598
4487,1700061F12Rik,ENSMUSG00000085580
4488,Olfr282,ENSMUSG00000063780
4489,Gm14573,ENSMUSG00000085624
4490,Olfr175-ps1,ENSMUSG00000060663
4491,Prr27,ENSMUSG00000002240
4492,BC037156,ENSMUSG00000105888
4493,Rdh7,ENSMUSG00000040134
4494,Gm11493,ENSMUSG00000085646
4495,Gm11695,ENSMUSG00000085651
4496,Olfr1366,ENSMUSG00000048996
4497,Gm12381,ENSMUSG00000085632
4498,Olfr1031,ENSMUSG00000043267
4499,Olfr1380,ENSMUSG00000107645
4500,Olfr1002,ENSMUSG00000075214
4501,Olfr736,ENSMUSG00000047716
4502,Fthl17c,ENSMUSG00000060685
4503,RP23-267I20.3,ENSMUSG00000108431
4504,Gm11959,ENSMUSG00000085559
4505,Amy2a5,ENSMUSG00000074268
4506,1700046C09Rik,ENSMUSG00000085561
4507,4933414I15Rik,ENSMUSG00000072983
4508,Gm43678,ENSMUSG00000105880
4509,Olfr292,ENSMUSG00000060688
4510,Olfr1206,ENSMUSG00000062757
4511,Gm43385,ENSMUSG00000105715
4512,Il1f10,ENSMUSG00000046845
4513,Sept14,ENSMUSG00000034219
4514,Gm12066,ENSMUSG00000085579
4515,Gm12325,ENSMUSG00000085659
4516,1700006A11Rik,ENSMUSG00000027973
4517,Olfr1451,ENSMUSG00000046913
4518,Fcer1a,ENSMUSG00000005339
4519,Tas2r110,ENSMUSG00000062952
4520,Vmn1r179,ENSMUSG00000046924
4521,Olfr715,ENSMUSG00000060503
4522,4930558C23Rik,ENSMUSG00000105734
4523,Vmn1r208,ENSMUSG00000071493
4524,Gm12336,ENSMUSG00000085359
4525,RP23-361A18.18,ENSMUSG00000108781
4526,Gm15230,ENSMUSG00000084920
4527,Olfr525,ENSMUSG00000061489
4528,Gm12798,ENSMUSG00000084758
4529,Gm44290,ENSMUSG00000108151
4530,Gm15107,ENSMUSG00000072930
4531,RP23-351K21.1,ENSMUSG00000108851
4532,Prame,ENSMUSG00000031411
4533,Slc13a2os,ENSMUSG00000085747
4534,Actrt2,ENSMUSG00000051276
4535,Gm43055,ENSMUSG00000105704
4536,Cts3,ENSMUSG00000074870
4537,Klrc1,ENSMUSG00000030167
4538,Gm10782,ENSMUSG00000074885
4539,Gm43120,ENSMUSG00000105689
4540,Vmn1r193,ENSMUSG00000046932
4541,Rpl10l,ENSMUSG00000060499
4542,Gm16220,ENSMUSG00000085662
4543,RP23-121N17.5,ENSMUSG00000108864
4544,Olfr726,ENSMUSG00000060523
4545,Gm14211,ENSMUSG00000085709
4546,Gm43838,ENSMUSG00000105730
4547,Gm11684,ENSMUSG00000085734
4548,Svs2,ENSMUSG00000040132
4549,Olfr374,ENSMUSG00000046881
4550,Gm9772,ENSMUSG00000040775
4551,Gm35070,ENSMUSG00000102968
4552,Omt2b,ENSMUSG00000038750
4553,Gm16036,ENSMUSG00000085540
4554,Gm21731,ENSMUSG00000063846
4555,Gm15985,ENSMUSG00000085497
4556,Vmn1r27,ENSMUSG00000071428
4557,Olfr1276,ENSMUSG00000063844
4558,Gm43647,ENSMUSG00000105963
4559,Gm11415,ENSMUSG00000085378
4560,Olfr809,ENSMUSG00000050251
4561,E130120K24Rik,ENSMUSG00000085380
4562,Olfr1310,ENSMUSG00000108827
4563,Ptf1aos,ENSMUSG00000085388
4564,Gm13115,ENSMUSG00000085390
4565,Fhad1os1,ENSMUSG00000085424
4566,Vmn1r212,ENSMUSG00000071490
4567,Gm11280,ENSMUSG00000085393
4568,Gm14950,ENSMUSG00000085536
4569,Gm2117,ENSMUSG00000085534
4570,Fpr-rs3,ENSMUSG00000060701
4571,Gm12082,ENSMUSG00000085510
4572,Fpr-rs6,ENSMUSG00000071275
4573,Gm13371,ENSMUSG00000085693
4574,Gm13553,ENSMUSG00000085545
4575,Krtap19-1,ENSMUSG00000060691
4576,4930453O03Rik,ENSMUSG00000085420
4577,Pfpl,ENSMUSG00000040065
4578,Gm43492,ENSMUSG00000105978
4579,4930441J16Rik,ENSMUSG00000085405
4580,Vmn1r47,ENSMUSG00000060724
4581,Pglyrp3,ENSMUSG00000042244
4582,Gm42563,ENSMUSG00000105952
4583,Mcpt9,ENSMUSG00000071361
4584,Krtap13,ENSMUSG00000050224
4585,4930556G01Rik,ENSMUSG00000085522
4586,4930401O10Rik,ENSMUSG00000085528
4587,RP23-341H2.4,ENSMUSG00000108845
4588,Gm11958,ENSMUSG00000085512
4589,Krtap26-1,ENSMUSG00000071471
4590,Olfr325,ENSMUSG00000060765
4591,Vmn1r238,ENSMUSG00000091539
4592,Ssxb6,ENSMUSG00000079702
4593,Gm14459,ENSMUSG00000079704
4594,Ssxb1,ENSMUSG00000079705
4595,Vmn2r93,ENSMUSG00000079698
4596,RP24-443B5.7,ENSMUSG00000108760
4597,Rhox11,ENSMUSG00000051038
4598,Gm11060,ENSMUSG00000079175
4599,Ssxb3,ENSMUSG00000079701
4600,Olfr12,ENSMUSG00000061616
4601,Ces3b,ENSMUSG00000062181
4602,Mageb1,ENSMUSG00000062162
4603,Gm43262,ENSMUSG00000107305
4604,Sult1e1,ENSMUSG00000029272
4605,Gm10961,ENSMUSG00000078604
4606,Krtap3-1,ENSMUSG00000047564
4607,Ear6,ENSMUSG00000062148
4608,Gm43500,ENSMUSG00000107296
4609,RP24-282D2.2,ENSMUSG00000108856
4610,Olfr976,ENSMUSG00000047352
4611,Fpr3,ENSMUSG00000079700
4612,Vmn1r68,ENSMUSG00000047031
4613,Olfr503,ENSMUSG00000060759
4614,Gm6135,ENSMUSG00000106069
4615,Gm15343,ENSMUSG00000085468
4616,Gm14242,ENSMUSG00000085469
4617,Olfr815,ENSMUSG00000061961
4618,Olfr285,ENSMUSG00000062037
4619,Olfr1361,ENSMUSG00000049737
4620,Olfr67,ENSMUSG00000047535
4621,Gm5168,ENSMUSG00000079655
4622,Olfr214,ENSMUSG00000051046
4623,Gm21221,ENSMUSG00000106740
4624,Lcn10,ENSMUSG00000047356
4625,Gm42962,ENSMUSG00000106737
4626,Olfr508,ENSMUSG00000063764
4627,Vmn1r78,ENSMUSG00000061602
4628,Gm6592,ENSMUSG00000079699
4629,Olfr569,ENSMUSG00000062142
4630,Gm43049,ENSMUSG00000105777
4631,Vmn1r35,ENSMUSG00000060699
4632,Gm15293,ENSMUSG00000079116
4633,Gm14151,ENSMUSG00000079006
4634,Gm43269,ENSMUSG00000107084
4635,Prl2c2,ENSMUSG00000079092
4636,Gm14851,ENSMUSG00000061958
4637,Olfr616,ENSMUSG00000047544
4638,Gm10999,ENSMUSG00000078840
4639,Olfr109,ENSMUSG00000029184
4640,Ltbp4,ENSMUSG00000108715
4641,Olfr1494,ENSMUSG00000050865
4642,Sult2a1,ENSMUSG00000078798
4643,Gm11009,ENSMUSG00000078895
4644,Bsph2,ENSMUSG00000078800
4645,Mrgprb8,ENSMUSG00000050870
4646,Gm42530,ENSMUSG00000107218
4647,Gm13941,ENSMUSG00000079170
4648,Gm15130,ENSMUSG00000079169
4649,Rhox3a,ENSMUSG00000071772
4650,Ugt2b38,ENSMUSG00000061906
4651,Cyp2c37,ENSMUSG00000042248
4652,Olfr153,ENSMUSG00000061520
4653,Olfr376,ENSMUSG00000063881
4654,Gm11008,ENSMUSG00000078891
4655,Scgb1b7,ENSMUSG00000078759
4656,Gm43851,ENSMUSG00000107248
4657,Gm36840,ENSMUSG00000107078
4658,Tcl1b4,ENSMUSG00000079007
4659,Olfr1396,ENSMUSG00000047511
4660,Fam90a1a,ENSMUSG00000079112
4661,Gm7861,ENSMUSG00000079113
4662,Gm11042,ENSMUSG00000079061
4663,Gm7849,ENSMUSG00000079114
4664,AY761185,ENSMUSG00000079120
4665,Smok3b,ENSMUSG00000079156
4666,Olfr1377,ENSMUSG00000061952
4667,Csn1s2a,ENSMUSG00000061937
4668,4930524B17Rik,ENSMUSG00000107217
4669,Gm43067,ENSMUSG00000107204
4670,Olfr1318,ENSMUSG00000049758
4671,4930548G14Rik,ENSMUSG00000051198
4672,Catsperb,ENSMUSG00000047014
4673,Gm15347,ENSMUSG00000085465
4674,Gm14272,ENSMUSG00000085426
4675,1700025O08Rik,ENSMUSG00000028244
4676,Gm15619,ENSMUSG00000085430
4677,Serpina6,ENSMUSG00000060807
4678,Gm12018,ENSMUSG00000085453
4679,Gm14967,ENSMUSG00000085694
4680,Olfr1418,ENSMUSG00000060556
4681,Olfr1362,ENSMUSG00000051258
4682,Gm12629,ENSMUSG00000085690
4683,Gm42425,ENSMUSG00000105759
4684,Fpr-rs7,ENSMUSG00000071276
4685,Prl7a2,ENSMUSG00000046899
4686,Gm15243,ENSMUSG00000085695
4687,Gm15395,ENSMUSG00000085688
4688,Gm43552,ENSMUSG00000105835
4689,4930554G24Rik,ENSMUSG00000085452
4690,Olfr437,ENSMUSG00000071481
4691,Gm14408,ENSMUSG00000078876
4692,Gm43129,ENSMUSG00000107241
4693,Scgb1b29,ENSMUSG00000078757
4694,Gm14525,ENSMUSG00000071788
4695,Gm29151,ENSMUSG00000106005
4696,Gm42920,ENSMUSG00000106008
4697,Olfr1076,ENSMUSG00000060742
4698,Olfr862,ENSMUSG00000063842
4699,Msgn1,ENSMUSG00000047002
4700,Cyp7a1,ENSMUSG00000028240
4701,Gm43131,ENSMUSG00000106026
4702,Sdr16c5,ENSMUSG00000028236
4703,Gm43642,ENSMUSG00000106034
4704,Gm36831,ENSMUSG00000106023
4705,Ifnl3,ENSMUSG00000060747
4706,Gm15137,ENSMUSG00000085451
4707,1700047A11Rik,ENSMUSG00000085437
4708,Gm3054,ENSMUSG00000079174
4709,Ugt2b34,ENSMUSG00000029260
4710,Olfr20,ENSMUSG00000062128
4711,Il11ra2,ENSMUSG00000078735
4712,Gm10985,ENSMUSG00000078742
4713,Fam205a4,ENSMUSG00000078746
4714,Olfr629,ENSMUSG00000047545
4715,Adam25,ENSMUSG00000071937
4716,Crnn,ENSMUSG00000078657
4717,Lrrc37a,ENSMUSG00000078632
4718,Gm10112,ENSMUSG00000062226
4719,Gm13235,ENSMUSG00000078500
4720,Gm10945,ENSMUSG00000078488
4721,Pik3c2g,ENSMUSG00000108684
4722,4933411G06Rik,ENSMUSG00000062224
4723,Gm13201,ENSMUSG00000078494
4724,Gm43479,ENSMUSG00000107365
4725,Gm44217,ENSMUSG00000107394
4726,Olfr924,ENSMUSG00000062103
4727,Olfr183,ENSMUSG00000062105
4728,Gm10972,ENSMUSG00000078655
4729,Mup2,ENSMUSG00000078688
4730,Gm42931,ENSMUSG00000107110
4731,Gm43452,ENSMUSG00000107093
4732,Gm21961,ENSMUSG00000079024
4733,4930584F24Rik,ENSMUSG00000029044
4734,Scgb2b3,ENSMUSG00000078754
4735,4930522N08Rik,ENSMUSG00000029331
4736,Gm10944,ENSMUSG00000078481
4737,Olfr1441,ENSMUSG00000050815
4738,Gm43458,ENSMUSG00000107287
4739,Gm11595,ENSMUSG00000078668
4740,Mup19,ENSMUSG00000078673
4741,Olfr1012,ENSMUSG00000075210
4742,Olfr149,ENSMUSG00000062121
4743,Gm10974,ENSMUSG00000078677
4744,1700031F05Rik,ENSMUSG00000032894
4745,Mup1,ENSMUSG00000078683
4746,Mup8,ENSMUSG00000078687
4747,Olfr1153,ENSMUSG00000048197
4748,Olfr958,ENSMUSG00000050853
4749,Gm13124,ENSMUSG00000078506
4750,Gm17490,ENSMUSG00000091312
4751,Adam24,ENSMUSG00000046723
4752,Gm42487,ENSMUSG00000105376
4753,Kif2b,ENSMUSG00000046755
4754,Pet2,ENSMUSG00000035395
4755,9230114J08Rik,ENSMUSG00000105385
4756,Olfr748,ENSMUSG00000060084
4757,Gm11832,ENSMUSG00000086103
4758,Gm11211,ENSMUSG00000086139
4759,RP23-414I24.8,ENSMUSG00000109129
4760,Olfr270,ENSMUSG00000070983
4761,Gm43446,ENSMUSG00000105197
4762,Gm17124,ENSMUSG00000091140
4763,Olfr119,ENSMUSG00000059964
4764,Gm11269,ENSMUSG00000086293
4765,Gm6270,ENSMUSG00000086201
4766,Gm4846,ENSMUSG00000086056
4767,BB287469,ENSMUSG00000079031
4768,4930471C06Rik,ENSMUSG00000086138
4769,Gm42428,ENSMUSG00000105353
4770,Gm42557,ENSMUSG00000107384
4771,Aadacl3,ENSMUSG00000078507
4772,Gm13128,ENSMUSG00000078508
4773,Gm7792,ENSMUSG00000107392
4774,Scgb1b24,ENSMUSG00000078753
4775,Enam,ENSMUSG00000029286
4776,Olfr1006,ENSMUSG00000075211
4777,Gm4181,ENSMUSG00000091296
4778,Olfr368,ENSMUSG00000049018
4779,Gm14707,ENSMUSG00000086104
4780,Vmn2r110,ENSMUSG00000091259
4781,Gm12065,ENSMUSG00000086117
4782,Olfr504,ENSMUSG00000060105
4783,Vmn2r19,ENSMUSG00000091260
4784,Gm37013,ENSMUSG00000102836
4785,Gm37572,ENSMUSG00000102835
4786,Olfr1016,ENSMUSG00000075209
4787,Gm2046,ENSMUSG00000079030
4788,Scgb1b30,ENSMUSG00000078752
4789,Olfr99,ENSMUSG00000061972
4790,Olfr360,ENSMUSG00000083361
4791,H2afb3,ENSMUSG00000083616
4792,1700010D01Rik,ENSMUSG00000071721
4793,Nlrp4g,ENSMUSG00000079741
4794,Gm42750,ENSMUSG00000106656
4795,Gm43358,ENSMUSG00000106652
4796,Olfr213,ENSMUSG00000081649
4797,Cyp4a29,ENSMUSG00000083138
4798,Gm5941,ENSMUSG00000071726
4799,Gm7073,ENSMUSG00000079583
4800,BC117090,ENSMUSG00000079594
4801,Gm4758,ENSMUSG00000079595
4802,Vmn1r46,ENSMUSG00000061653
4803,Rhox2b,ENSMUSG00000079638
4804,Gm17604,ENSMUSG00000079600
4805,Olfr1457,ENSMUSG00000061637
4806,Cypt15,ENSMUSG00000079619
4807,Rhox2h,ENSMUSG00000079627
4808,Gm2012,ENSMUSG00000082639
4809,H2afb2,ENSMUSG00000082482
4810,Gm10964,ENSMUSG00000078620
4811,Hbb-bh2,ENSMUSG00000078621
4812,Olfr613,ENSMUSG00000078624
4813,Ugt2a2,ENSMUSG00000029268
4814,Gm43265,ENSMUSG00000107073
4815,Olfr845,ENSMUSG00000061614
4816,Mmp1a,ENSMUSG00000043089
4817,RP24-173O20.2,ENSMUSG00000108762
4818,Gm10959,ENSMUSG00000078590
4819,Olfr523,ENSMUSG00000051051
4820,Cyp4a14,ENSMUSG00000028715
4821,Olfr129,ENSMUSG00000081724
4822,Cyp4a31,ENSMUSG00000028712
4823,Gm15294,ENSMUSG00000081607
4824,4930405L22Rik,ENSMUSG00000106602
4825,4930432H08Rik,ENSMUSG00000106594
4826,Olfr1366,ENSMUSG00000108769
4827,Gm3669,ENSMUSG00000085489
4828,Spink14,ENSMUSG00000051050
4829,Olfr68,ENSMUSG00000061626
4830,Defb5,ENSMUSG00000039785
4831,Gm12887,ENSMUSG00000078575
4832,Cldn34b1,ENSMUSG00000072100
4833,Gm12886,ENSMUSG00000078576
4834,Pramef17,ENSMUSG00000078509
4835,Gm13088,ENSMUSG00000078513
4836,Pramef25,ENSMUSG00000078511
4837,RP23-399P8.1,ENSMUSG00000108711
4838,Olfr170,ENSMUSG00000062245
4839,Gm11034,ENSMUSG00000079016
4840,Insl3,ENSMUSG00000079019
4841,Olfr223,ENSMUSG00000048919
4842,Gm43763,ENSMUSG00000107131
4843,Gm11037,ENSMUSG00000079039
4844,Olfr392,ENSMUSG00000061984
4845,Tas2r104,ENSMUSG00000061977
4846,Rhox1,ENSMUSG00000071773
4847,Rhox2g,ENSMUSG00000079629
4848,Olfr395,ENSMUSG00000062186
4849,Gm42532,ENSMUSG00000107350
4850,Rhox4f,ENSMUSG00000079630
4851,Rhox3c,ENSMUSG00000079636
4852,Gm43342,ENSMUSG00000106745
4853,Gm1140,ENSMUSG00000079578
4854,Gm11172,ENSMUSG00000079740
4855,Olfr816,ENSMUSG00000063715
4856,Gm12789,ENSMUSG00000078625
4857,Pramef6,ENSMUSG00000078512
4858,Serpina3j,ENSMUSG00000079013
4859,Gm13030,ENSMUSG00000078518
4860,Olfr1122,ENSMUSG00000047594
4861,Cela3a,ENSMUSG00000078520
4862,B020031M17Rik,ENSMUSG00000078537
4863,Gm13101,ENSMUSG00000078510
4864,Prl3d3,ENSMUSG00000062201
4865,Vmn2r121,ENSMUSG00000072049
4866,Olfr1465,ENSMUSG00000062199
4867,Olfr1020,ENSMUSG00000046975
4868,Tmsb15a,ENSMUSG00000060726
4869,Olfr1009,ENSMUSG00000043226
4870,Usp17le,ENSMUSG00000043073
4871,AC125149.1,ENSMUSG00000079192
4872,Gm11077,ENSMUSG00000079264
4873,Defb39,ENSMUSG00000061847
4874,Olfr1082,ENSMUSG00000079239
4875,Vmn1r231,ENSMUSG00000050933
4876,Gm11084,ENSMUSG00000079286
4877,1700021F13Rik,ENSMUSG00000107053
4878,Gm43298,ENSMUSG00000107047
4879,Calhm1,ENSMUSG00000079258
4880,Gm8257,ENSMUSG00000079265
4881,Gm9112,ENSMUSG00000079479
4882,Gm43086,ENSMUSG00000107044
4883,Gm5930,ENSMUSG00000079267
4884,Ces2c,ENSMUSG00000061825
4885,4932429P05Rik,ENSMUSG00000079513
4886,Tas2r129,ENSMUSG00000063762
4887,Gm31314,ENSMUSG00000106938
4888,4930487D11Rik,ENSMUSG00000106932
4889,Gm35191,ENSMUSG00000107070
4890,Gm5795,ENSMUSG00000079409
4891,Gm11146,ENSMUSG00000079546
4892,RP24-259P13.4,ENSMUSG00000108757
4893,Gm14743,ENSMUSG00000079519
4894,Gm5938,ENSMUSG00000079521
4895,Gm34728,ENSMUSG00000106906
4896,Gm13691,ENSMUSG00000079247
4897,Gm14744,ENSMUSG00000079522
4898,4933412E24Rik,ENSMUSG00000071749
4899,DXBay18,ENSMUSG00000071745
4900,RP24-269A16.9,ENSMUSG00000108754
4901,Gm4871,ENSMUSG00000061707
4902,Olfr161,ENSMUSG00000051003
4903,Gm43050,ENSMUSG00000106795
4904,Olfr1015,ENSMUSG00000033850
4905,Gm42848,ENSMUSG00000106888
4906,Gm3173,ENSMUSG00000079386
4907,Luzp4,ENSMUSG00000079387
4908,Gm15114,ENSMUSG00000079395
4909,Gm29381,ENSMUSG00000101278
4910,Tulp2,ENSMUSG00000109474
4911,Gm29200,ENSMUSG00000101406
4912,Ctsj,ENSMUSG00000055298
4913,Krtap19-4,ENSMUSG00000043982
4914,Platr2,ENSMUSG00000097066
4915,4930544I03Rik,ENSMUSG00000097071
4916,Olfr1298,ENSMUSG00000109487
4917,2310034C09Rik,ENSMUSG00000068078
4918,Gm28127,ENSMUSG00000101560
4919,Magea2,ENSMUSG00000055746
4920,4933440J02Rik,ENSMUSG00000097082
4921,Gm26878,ENSMUSG00000097087
4922,Skint4,ENSMUSG00000055960
4923,Gm29252,ENSMUSG00000101547
4924,Gm10229,ENSMUSG00000068075
4925,Gm28276,ENSMUSG00000101566
4926,1700049E17Rik1,ENSMUSG00000079271
4927,Olfr206,ENSMUSG00000066257
4928,Gm27021,ENSMUSG00000097919
4929,Adam26a,ENSMUSG00000048516
4930,Gm7168,ENSMUSG00000067941
4931,Gm13982,ENSMUSG00000085681
4932,Gm29043,ENSMUSG00000101456
4933,Gm8764,ENSMUSG00000097878
4934,Olfr867,ENSMUSG00000044454
4935,Gm3402,ENSMUSG00000041505
4936,Gm29234,ENSMUSG00000101266
4937,Gm36782,ENSMUSG00000101272
4938,Krt74,ENSMUSG00000067596
4939,RP23-306P12.4,ENSMUSG00000109478
4940,Gm9745,ENSMUSG00000021148
4941,Skint9,ENSMUSG00000049972
4942,Akr1c20,ENSMUSG00000054757
4943,AU018091,ENSMUSG00000054753
4944,Ascl5,ENSMUSG00000097918
4945,Olfr178,ENSMUSG00000044029
4946,Olfr855,ENSMUSG00000043087
4947,Gm14692,ENSMUSG00000079577
4948,Klra4,ENSMUSG00000079852
4949,Olfr108,ENSMUSG00000109386
4950,Olfr1176,ENSMUSG00000050023
4951,RP23-121N17.6,ENSMUSG00000109347
4952,Gm28853,ENSMUSG00000101513
4953,Gm26550,ENSMUSG00000097215
4954,Gm28393,ENSMUSG00000101521
4955,Lcn8,ENSMUSG00000036449
4956,Gm28772,ENSMUSG00000101435
4957,Vmn2r81,ENSMUSG00000055515
4958,Olfr902,ENSMUSG00000049334
4959,Gm29074,ENSMUSG00000101516
4960,Rhox9,ENSMUSG00000068048
4961,Gm29276,ENSMUSG00000101471
4962,Olfr484,ENSMUSG00000109349
4963,Olfr745,ENSMUSG00000050028
4964,Gm28135,ENSMUSG00000101512
4965,Scgb1b12,ENSMUSG00000101520
4966,Gm28832,ENSMUSG00000101508
4967,Olfr1321,ENSMUSG00000067971
4968,Gm4922,ENSMUSG00000044624
4969,1110057P08Rik,ENSMUSG00000068067
4970,Olfr728,ENSMUSG00000050030
4971,Pramel1,ENSMUSG00000041805
4972,Gm29301,ENSMUSG00000101422
4973,Gm28073,ENSMUSG00000101424
4974,Olfr519,ENSMUSG00000066239
4975,1700019O17Rik,ENSMUSG00000036574
4976,Gm20978,ENSMUSG00000101426
4977,Gm17575,ENSMUSG00000097420
4978,Gm38999,ENSMUSG00000097437
4979,Gm28298,ENSMUSG00000101423
4980,Gm29318,ENSMUSG00000101416
4981,Gm29255,ENSMUSG00000101425
4982,Gm28168,ENSMUSG00000101415
4983,Gm28131,ENSMUSG00000101412
4984,Olfr173,ENSMUSG00000049362
4985,Gm6763,ENSMUSG00000097427
4986,Olfr545,ENSMUSG00000044824
4987,Gm29457,ENSMUSG00000101507
4988,Gm43635,ENSMUSG00000107013
4989,Gm11096,ENSMUSG00000079333
4990,Olfr1148,ENSMUSG00000061875
4991,Gpr15,ENSMUSG00000047293
4992,Olfr301,ENSMUSG00000061549
4993,AC125149.3,ENSMUSG00000079800
4994,Gm21719,ENSMUSG00000079806
4995,Ugt2a1,ENSMUSG00000106677
4996,Rhox4b,ENSMUSG00000071771
4997,Cyp2j7,ENSMUSG00000081362
4998,Gm43095,ENSMUSG00000106659
4999,Gm42426,ENSMUSG00000106658
5000,Spin2d,ENSMUSG00000079566
5001,Gm6121,ENSMUSG00000080725
5002,Olfr370,ENSMUSG00000047286
5003,Rhox3g,ENSMUSG00000080933
5004,Olfr118,ENSMUSG00000080990
5005,Gm42839,ENSMUSG00000106663
5006,Apoc2,ENSMUSG00000109350
5007,A530099J19Rik,ENSMUSG00000047462
5008,Fscb,ENSMUSG00000043060
5009,Gm11111,ENSMUSG00000079416
5010,Antxrl,ENSMUSG00000047441
5011,Olfr1204,ENSMUSG00000061798
5012,Magea5,ENSMUSG00000079349
5013,Magea8,ENSMUSG00000079350
5014,Gm11099,ENSMUSG00000079353
5015,Gbp6,ENSMUSG00000079362
5016,Gm3298,ENSMUSG00000079383
5017,Dnajb8,ENSMUSG00000048206
5018,Magea6,ENSMUSG00000063728
5019,Klra6,ENSMUSG00000061769
5020,Gm43454,ENSMUSG00000107031
5021,Gm8334,ENSMUSG00000079374
5022,Gm8279,ENSMUSG00000079378
5023,1700126H18Rik,ENSMUSG00000107014
5024,Gm8271,ENSMUSG00000079380
5025,Gm43801,ENSMUSG00000107027
5026,Gm8247,ENSMUSG00000091122
5027,Gm10228,ENSMUSG00000068074
5028,Ctsr,ENSMUSG00000055679
5029,Gm6358,ENSMUSG00000068071
5030,1700040F17Rik,ENSMUSG00000101568
5031,Gm7735,ENSMUSG00000068068
5032,Ssxb10,ENSMUSG00000068219
5033,Olfr203,ENSMUSG00000068182
5034,Svs1,ENSMUSG00000039215
5035,Gm26897,ENSMUSG00000096949
5036,Oosp3,ENSMUSG00000055933
5037,4933428M09Rik,ENSMUSG00000042525
5038,Gm29371,ENSMUSG00000101625
5039,Gm29547,ENSMUSG00000101614
5040,Tmem254b,ENSMUSG00000021867
5041,H2-M11,ENSMUSG00000037537
5042,1700054K02Rik,ENSMUSG00000097001
5043,Gm10234,ENSMUSG00000068181
5044,Gm29110,ENSMUSG00000101528
5045,Olfr159,ENSMUSG00000044801
5046,A630072L19Rik,ENSMUSG00000097160
5047,Olfr305,ENSMUSG00000055571
5048,Clec4b2,ENSMUSG00000067767
5049,Gm11487,ENSMUSG00000066137
5050,Gm26791,ENSMUSG00000096997
5051,Gm28465,ENSMUSG00000101540
5052,Adgrf1,ENSMUSG00000041293
5053,Gm17514,ENSMUSG00000097118
5054,1110025L11Rik,ENSMUSG00000068073
5055,1700024B05Rik,ENSMUSG00000052334
5056,Gm28252,ENSMUSG00000101539
5057,Gm29393,ENSMUSG00000101533
5058,Gm29672,ENSMUSG00000101531
5059,Rnase9,ENSMUSG00000052382
5060,Olfr307,ENSMUSG00000055610
5061,Prl3b1,ENSMUSG00000038891
5062,Gm29636,ENSMUSG00000101529
5063,Prl3a1,ENSMUSG00000038883
5064,Gm28834,ENSMUSG00000101536
5065,Gm29051,ENSMUSG00000101606
5066,Ace3,ENSMUSG00000101605
5067,Gm28210,ENSMUSG00000101601
5068,Wfdc11,ENSMUSG00000078940
5069,Gm14147,ENSMUSG00000079005
5070,Mnx1,ENSMUSG00000001566
5071,Mtnr1b,ENSMUSG00000050901
5072,Fthl17e,ENSMUSG00000071815
5073,Gm2030,ENSMUSG00000083628
5074,5430434I15Rik,ENSMUSG00000106002
5075,Gm15557,ENSMUSG00000078972
5076,Gm16686,ENSMUSG00000085473
5077,Gm11360,ENSMUSG00000071466
5078,Gm13335,ENSMUSG00000085477
5079,Gm11397,ENSMUSG00000071452
5080,9230019H11Rik,ENSMUSG00000071434
5081,Olfr513,ENSMUSG00000051200
5082,Gm14024,ENSMUSG00000085485
5083,Olfr122,ENSMUSG00000083947
5084,Gm12162,ENSMUSG00000085476
5085,4933400A11Rik,ENSMUSG00000055357
5086,Ces1b,ENSMUSG00000078964
5087,RP23-32A8.6,ENSMUSG00000108724
5088,Foxi3,ENSMUSG00000055874
5089,Btg1-ps1,ENSMUSG00000068173
5090,Fam205a2,ENSMUSG00000079774
5091,Gnat3,ENSMUSG00000028777
5092,AC087559.2,ENSMUSG00000079773
5093,Gm4297,ENSMUSG00000081218
5094,Gm11011,ENSMUSG00000078912
5095,Olfr294,ENSMUSG00000062042
5096,Gm17768,ENSMUSG00000107181
5097,Psg18,ENSMUSG00000003505
5098,4930413E15Rik,ENSMUSG00000107144
5099,Ssxb5,ENSMUSG00000071816
5100,1700025C18Rik,ENSMUSG00000078935
5101,Obp2a,ENSMUSG00000062061
5102,5730460C07Rik,ENSMUSG00000062046
5103,Gm11020,ENSMUSG00000078953
5104,Gm43638,ENSMUSG00000107180
5105,Olfr720,ENSMUSG00000052417
5106,Olfr670,ENSMUSG00000044705
5107,Olfr761,ENSMUSG00000109376
5108,1700109I08Rik,ENSMUSG00000101261
5109,Dmrtc1c1,ENSMUSG00000067562
5110,Olfr1442,ENSMUSG00000044441
5111,Gm28519,ENSMUSG00000101302
5112,Cyp2c50,ENSMUSG00000054827
5113,Gm29130,ENSMUSG00000101300
5114,Olfr790,ENSMUSG00000044025
5115,Gm29242,ENSMUSG00000101233
5116,Olfr1280,ENSMUSG00000109449
5117,Gm28308,ENSMUSG00000101298
5118,Gm2913,ENSMUSG00000101294
5119,Gm26754,ENSMUSG00000097849
5120,Akr1c6,ENSMUSG00000021210
5121,RP23-34O23.3,ENSMUSG00000109442
5122,Platr30,ENSMUSG00000097851
5123,Gm3532,ENSMUSG00000097853
5124,Gm26553,ENSMUSG00000097807
5125,Gm29194,ENSMUSG00000101291
5126,4921515E04Rik,ENSMUSG00000098150
5127,Gm26938,ENSMUSG00000098140
5128,Gm26727,ENSMUSG00000097112
5129,Gm28347,ENSMUSG00000101264
5130,Olfr467,ENSMUSG00000066242
5131,Gm28152,ENSMUSG00000101282
